id_tiempo,fecha,hora_dia,franja,dia_semana,mes,año,es_hora_pico,franja_horaria
1430,2024-02-11,13,Tarde,Sunday,2,2024,1,Tarde
1431,2024-06-08,3,Madrugada,Saturday,6,2024,0,Madrugada
1432,2024-11-25,1,Madrugada,Monday,11,2024,0,Madrugada
1433,2024-06-20,15,Tarde,Thursday,6,2024,0,Tarde
1434,2024-06-09,7,Mañana,Sunday,6,2024,0,Mañana
1435,2024-07-31,16,Tarde,Wednesday,7,2024,0,Tarde
1436,2024-01-07,16,Tarde,Sunday,1,2024,0,Tarde
1437,2024-04-06,17,Tarde,Saturday,4,2024,0,Tarde
1438,2024-07-24,3,Madrugada,Wednesday,7,2024,0,Madrugada
1439,2024-11-12,14,Tarde,Tuesday,11,2024,1,Tarde
1440,2024-01-02,15,Tarde,Tuesday,1,2024,0,Tarde
1441,2024-08-29,21,Noche,Thursday,8,2024,1,Noche
1442,2024-10-17,7,Mañana,Thursday,10,2024,0,Mañana
1443,2024-10-18,18,Noche,Friday,10,2024,0,Noche
1444,2024-02-23,10,Mañana,Friday,2,2024,0,Mañana
1445,2024-12-07,2,Madrugada,Saturday,12,2024,0,Madrugada
1446,2024-01-13,5,Madrugada,Saturday,1,2024,0,Madrugada
1447,2024-08-21,23,Madrugada,Wednesday,8,2024,0,Noche
1448,2024-04-05,12,Tarde,Friday,4,2024,1,Tarde
1449,2024-12-26,7,Mañana,Thursday,12,2024,0,Mañana
1450,2024-08-28,18,Noche,Wednesday,8,2024,0,Noche
1451,2024-11-29,6,Mañana,Friday,11,2024,0,Mañana
1452,2024-10-03,20,Noche,Thursday,10,2024,1,Noche
1453,2024-10-23,2,Madrugada,Wednesday,10,2024,0,Madrugada
1454,2024-10-27,6,Mañana,Sunday,10,2024,0,Mañana
1455,2024-09-06,0,Madrugada,Friday,9,2024,0,Madrugada
1456,2024-11-22,10,Mañana,Friday,11,2024,0,Mañana
1457,2024-08-03,12,Tarde,Saturday,8,2024,1,Tarde
1458,2024-05-11,8,Mañana,Saturday,5,2024,0,Mañana
1459,2024-12-13,22,Noche,Friday,12,2024,0,Noche
1460,2024-01-03,8,Mañana,Wednesday,1,2024,0,Mañana
1461,2024-10-28,13,Tarde,Monday,10,2024,1,Tarde
1462,2024-03-02,15,Tarde,Saturday,3,2024,0,Tarde
1463,2024-03-11,0,Madrugada,Monday,3,2024,0,Madrugada
1464,2024-02-16,20,Noche,Friday,2,2024,1,Noche
1465,2024-12-11,19,Noche,Wednesday,12,2024,1,Noche
1466,2024-06-22,1,Madrugada,Saturday,6,2024,0,Madrugada
1467,2024-03-27,22,Noche,Wednesday,3,2024,0,Noche
1468,2024-01-24,15,Tarde,Wednesday,1,2024,0,Tarde
1469,2024-10-21,10,Mañana,Monday,10,2024,0,Mañana
1470,2024-10-17,20,Noche,Thursday,10,2024,1,Noche
1471,2024-07-30,21,Noche,Tuesday,7,2024,1,Noche
1472,2024-08-28,15,Tarde,Wednesday,8,2024,0,Tarde
1473,2024-01-16,19,Noche,Tuesday,1,2024,1,Noche
1474,2024-03-28,18,Noche,Thursday,3,2024,0,Noche
1475,2024-08-17,22,Noche,Saturday,8,2024,0,Noche
1476,2024-03-03,19,Noche,Sunday,3,2024,1,Noche
1477,2024-04-29,23,Madrugada,Monday,4,2024,0,Noche
1478,2024-11-05,10,Mañana,Tuesday,11,2024,0,Mañana
1479,2024-01-02,18,Noche,Tuesday,1,2024,0,Noche
1480,2024-01-04,20,Noche,Thursday,1,2024,1,Noche
1481,2024-06-28,0,Madrugada,Friday,6,2024,0,Madrugada
1482,2024-09-29,0,Madrugada,Sunday,9,2024,0,Madrugada
1483,2024-03-18,0,Madrugada,Monday,3,2024,0,Madrugada
1484,2024-06-17,6,Mañana,Monday,6,2024,0,Mañana
1485,2024-10-13,6,Mañana,Sunday,10,2024,0,Mañana
1486,2024-03-06,5,Madrugada,Wednesday,3,2024,0,Madrugada
1487,2024-08-09,6,Mañana,Friday,8,2024,0,Mañana
1488,2024-04-11,20,Noche,Thursday,4,2024,1,Noche
1489,2024-06-12,1,Madrugada,Wednesday,6,2024,0,Madrugada
1490,2024-04-19,6,Mañana,Friday,4,2024,0,Mañana
1491,2024-11-28,23,Madrugada,Thursday,11,2024,0,Noche
1492,2024-12-30,13,Tarde,Monday,12,2024,1,Tarde
1493,2024-07-04,2,Madrugada,Thursday,7,2024,0,Madrugada
1494,2024-12-08,14,Tarde,Sunday,12,2024,1,Tarde
1495,2024-01-17,2,Madrugada,Wednesday,1,2024,0,Madrugada
1496,2024-07-06,1,Madrugada,Saturday,7,2024,0,Madrugada
1497,2024-01-31,3,Madrugada,Wednesday,1,2024,0,Madrugada
1498,2024-06-02,20,Noche,Sunday,6,2024,1,Noche
1499,2024-06-05,22,Noche,Wednesday,6,2024,0,Noche
1500,2024-07-03,14,Tarde,Wednesday,7,2024,1,Tarde
1501,2024-06-08,23,Madrugada,Saturday,6,2024,0,Noche
1502,2024-10-28,9,Mañana,Monday,10,2024,0,Mañana
1503,2024-06-10,1,Madrugada,Monday,6,2024,0,Madrugada
1504,2024-11-25,9,Mañana,Monday,11,2024,0,Mañana
1505,2024-09-22,4,Madrugada,Sunday,9,2024,0,Madrugada
1506,2024-11-10,9,Mañana,Sunday,11,2024,0,Mañana
1507,2024-10-27,1,Madrugada,Sunday,10,2024,0,Madrugada
1508,2024-01-12,17,Tarde,Friday,1,2024,0,Tarde
1509,2024-02-13,20,Noche,Tuesday,2,2024,1,Noche
1510,2024-04-10,9,Mañana,Wednesday,4,2024,0,Mañana
1511,2024-06-29,22,Noche,Saturday,6,2024,0,Noche
1512,2024-08-13,5,Madrugada,Tuesday,8,2024,0,Madrugada
1513,2024-07-03,20,Noche,Wednesday,7,2024,1,Noche
1514,2024-06-25,10,Mañana,Tuesday,6,2024,0,Mañana
1515,2024-06-26,17,Tarde,Wednesday,6,2024,0,Tarde
1516,2024-06-13,6,Mañana,Thursday,6,2024,0,Mañana
1517,2024-02-16,14,Tarde,Friday,2,2024,1,Tarde
1518,2024-09-06,7,Mañana,Friday,9,2024,0,Mañana
1519,2024-03-24,11,Mañana,Sunday,3,2024,0,Mañana
1520,2024-06-06,7,Mañana,Thursday,6,2024,0,Mañana
1521,2024-03-27,8,Mañana,Wednesday,3,2024,0,Mañana
1522,2024-11-22,9,Mañana,Friday,11,2024,0,Mañana
1523,2024-06-15,4,Madrugada,Saturday,6,2024,0,Madrugada
1524,2024-12-19,22,Noche,Thursday,12,2024,0,Noche
1525,2024-03-24,15,Tarde,Sunday,3,2024,0,Tarde
1526,2024-04-08,22,Noche,Monday,4,2024,0,Noche
1527,2024-02-02,20,Noche,Friday,2,2024,1,Noche
1528,2024-10-14,20,Noche,Monday,10,2024,1,Noche
1529,2024-07-01,13,Tarde,Monday,7,2024,1,Tarde
1530,2024-01-22,14,Tarde,Monday,1,2024,1,Tarde
1531,2024-06-04,14,Tarde,Tuesday,6,2024,1,Tarde
1532,2024-06-23,4,Madrugada,Sunday,6,2024,0,Madrugada
1533,2024-04-30,5,Madrugada,Tuesday,4,2024,0,Madrugada
1534,2024-02-26,22,Noche,Monday,2,2024,0,Noche
1535,2024-11-24,19,Noche,Sunday,11,2024,1,Noche
1536,2024-07-16,15,Tarde,Tuesday,7,2024,0,Tarde
1537,2024-09-15,19,Noche,Sunday,9,2024,1,Noche
1538,2024-12-12,17,Tarde,Thursday,12,2024,0,Tarde
1539,2024-06-01,21,Noche,Saturday,6,2024,1,Noche
1540,2024-01-17,12,Tarde,Wednesday,1,2024,1,Tarde
1541,2024-12-02,4,Madrugada,Monday,12,2024,0,Madrugada
1542,2024-05-13,4,Madrugada,Monday,5,2024,0,Madrugada
1543,2024-08-21,6,Mañana,Wednesday,8,2024,0,Mañana
1544,2024-12-22,17,Tarde,Sunday,12,2024,0,Tarde
1545,2024-12-04,22,Noche,Wednesday,12,2024,0,Noche
1546,2024-06-17,12,Tarde,Monday,6,2024,1,Tarde
1547,2024-08-15,19,Noche,Thursday,8,2024,1,Noche
1548,2024-06-30,13,Tarde,Sunday,6,2024,1,Tarde
1549,2024-12-28,21,Noche,Saturday,12,2024,1,Noche
1550,2024-02-18,7,Mañana,Sunday,2,2024,0,Mañana
1551,2024-06-06,17,Tarde,Thursday,6,2024,0,Tarde
1552,2024-01-21,23,Madrugada,Sunday,1,2024,0,Noche
1553,2024-10-02,14,Tarde,Wednesday,10,2024,1,Tarde
1554,2024-03-16,15,Tarde,Saturday,3,2024,0,Tarde
1555,2024-11-25,3,Madrugada,Monday,11,2024,0,Madrugada
1556,2024-04-03,22,Noche,Wednesday,4,2024,0,Noche
1557,2024-12-23,21,Noche,Monday,12,2024,1,Noche
1558,2024-10-22,14,Tarde,Tuesday,10,2024,1,Tarde
1559,2024-11-14,9,Mañana,Thursday,11,2024,0,Mañana
1560,2024-03-26,21,Noche,Tuesday,3,2024,1,Noche
1561,2024-12-20,19,Noche,Friday,12,2024,1,Noche
1562,2024-01-02,8,Mañana,Tuesday,1,2024,0,Mañana
1563,2024-10-09,16,Tarde,Wednesday,10,2024,0,Tarde
1564,2024-09-03,8,Mañana,Tuesday,9,2024,0,Mañana
1565,2024-09-20,20,Noche,Friday,9,2024,1,Noche
1566,2024-12-11,3,Madrugada,Wednesday,12,2024,0,Madrugada
1567,2024-04-09,21,Noche,Tuesday,4,2024,1,Noche
1568,2024-12-28,6,Mañana,Saturday,12,2024,0,Mañana
1569,2024-12-30,16,Tarde,Monday,12,2024,0,Tarde
1570,2024-02-24,21,Noche,Saturday,2,2024,1,Noche
1571,2024-08-11,12,Tarde,Sunday,8,2024,1,Tarde
1572,2024-08-08,8,Mañana,Thursday,8,2024,0,Mañana
1573,2024-06-11,0,Madrugada,Tuesday,6,2024,0,Madrugada
1574,2024-09-15,10,Mañana,Sunday,9,2024,0,Mañana
1575,2024-06-22,8,Mañana,Saturday,6,2024,0,Mañana
1576,2024-02-29,18,Noche,Thursday,2,2024,0,Noche
1577,2024-06-14,8,Mañana,Friday,6,2024,0,Mañana
1578,2024-04-25,20,Noche,Thursday,4,2024,1,Noche
1579,2024-03-23,13,Tarde,Saturday,3,2024,1,Tarde
1580,2024-11-22,11,Mañana,Friday,11,2024,0,Mañana
1581,2024-04-26,4,Madrugada,Friday,4,2024,0,Madrugada
1582,2024-01-18,12,Tarde,Thursday,1,2024,1,Tarde
1583,2024-05-08,23,Madrugada,Wednesday,5,2024,0,Noche
1584,2024-04-20,22,Noche,Saturday,4,2024,0,Noche
1585,2024-01-02,10,Mañana,Tuesday,1,2024,0,Mañana
1586,2024-06-12,5,Madrugada,Wednesday,6,2024,0,Madrugada
1587,2024-04-23,14,Tarde,Tuesday,4,2024,1,Tarde
1588,2024-02-05,20,Noche,Monday,2,2024,1,Noche
1589,2024-11-20,15,Tarde,Wednesday,11,2024,0,Tarde
1590,2024-12-09,6,Mañana,Monday,12,2024,0,Mañana
1591,2024-01-31,1,Madrugada,Wednesday,1,2024,0,Madrugada
1592,2024-08-24,7,Mañana,Saturday,8,2024,0,Mañana
1593,2024-06-03,19,Noche,Monday,6,2024,1,Noche
1594,2024-05-30,16,Tarde,Thursday,5,2024,0,Tarde
1595,2024-09-14,9,Mañana,Saturday,9,2024,0,Mañana
1596,2024-10-31,1,Madrugada,Thursday,10,2024,0,Madrugada
1597,2024-04-16,8,Mañana,Tuesday,4,2024,0,Mañana
1598,2024-12-29,14,Tarde,Sunday,12,2024,1,Tarde
1599,2024-01-29,23,Madrugada,Monday,1,2024,0,Noche
1600,2024-07-17,23,Madrugada,Wednesday,7,2024,0,Noche
1601,2024-01-26,18,Noche,Friday,1,2024,0,Noche
1602,2024-12-19,9,Mañana,Thursday,12,2024,0,Mañana
1603,2024-05-23,0,Madrugada,Thursday,5,2024,0,Madrugada
1604,2024-05-18,13,Tarde,Saturday,5,2024,1,Tarde
1605,2024-06-06,2,Madrugada,Thursday,6,2024,0,Madrugada
1606,2024-09-30,21,Noche,Monday,9,2024,1,Noche
1607,2024-03-19,4,Madrugada,Tuesday,3,2024,0,Madrugada
1608,2024-08-04,15,Tarde,Sunday,8,2024,0,Tarde
1609,2024-11-11,1,Madrugada,Monday,11,2024,0,Madrugada
1610,2024-04-24,2,Madrugada,Wednesday,4,2024,0,Madrugada
1611,2024-11-11,22,Noche,Monday,11,2024,0,Noche
1612,2024-05-18,6,Mañana,Saturday,5,2024,0,Mañana
1613,2024-05-05,14,Tarde,Sunday,5,2024,1,Tarde
1614,2024-05-25,3,Madrugada,Saturday,5,2024,0,Madrugada
1615,2024-04-22,10,Mañana,Monday,4,2024,0,Mañana
1616,2024-01-24,5,Madrugada,Wednesday,1,2024,0,Madrugada
1617,2024-11-06,18,Noche,Wednesday,11,2024,0,Noche
1618,2024-11-21,19,Noche,Thursday,11,2024,1,Noche
1619,2024-01-05,18,Noche,Friday,1,2024,0,Noche
1620,2024-02-20,16,Tarde,Tuesday,2,2024,0,Tarde
1621,2024-03-22,4,Madrugada,Friday,3,2024,0,Madrugada
1622,2024-05-10,7,Mañana,Friday,5,2024,0,Mañana
1623,2024-06-15,18,Noche,Saturday,6,2024,0,Noche
1624,2024-08-06,12,Tarde,Tuesday,8,2024,1,Tarde
1625,2024-07-02,14,Tarde,Tuesday,7,2024,1,Tarde
1626,2024-03-21,22,Noche,Thursday,3,2024,0,Noche
1627,2024-03-19,15,Tarde,Tuesday,3,2024,0,Tarde
1628,2024-04-24,23,Madrugada,Wednesday,4,2024,0,Noche
1629,2024-11-23,4,Madrugada,Saturday,11,2024,0,Madrugada
1630,2024-11-14,17,Tarde,Thursday,11,2024,0,Tarde
1631,2024-08-28,22,Noche,Wednesday,8,2024,0,Noche
1632,2024-12-01,22,Noche,Sunday,12,2024,0,Noche
1633,2024-01-13,19,Noche,Saturday,1,2024,1,Noche
1634,2024-03-22,8,Mañana,Friday,3,2024,0,Mañana
1635,2024-11-01,17,Tarde,Friday,11,2024,0,Tarde
1636,2024-04-27,20,Noche,Saturday,4,2024,1,Noche
1637,2024-12-22,12,Tarde,Sunday,12,2024,1,Tarde
1638,2024-12-23,7,Mañana,Monday,12,2024,0,Mañana
1639,2024-05-05,12,Tarde,Sunday,5,2024,1,Tarde
1640,2024-04-17,3,Madrugada,Wednesday,4,2024,0,Madrugada
1641,2024-08-17,11,Mañana,Saturday,8,2024,0,Mañana
1642,2024-03-01,14,Tarde,Friday,3,2024,1,Tarde
1643,2024-02-13,4,Madrugada,Tuesday,2,2024,0,Madrugada
1644,2024-02-17,6,Mañana,Saturday,2,2024,0,Mañana
1645,2024-09-30,14,Tarde,Monday,9,2024,1,Tarde
1646,2024-12-27,2,Madrugada,Friday,12,2024,0,Madrugada
1647,2024-02-07,19,Noche,Wednesday,2,2024,1,Noche
1648,2024-05-13,18,Noche,Monday,5,2024,0,Noche
1649,2024-10-27,13,Tarde,Sunday,10,2024,1,Tarde
1650,2024-02-01,1,Madrugada,Thursday,2,2024,0,Madrugada
1651,2024-11-24,11,Mañana,Sunday,11,2024,0,Mañana
1652,2024-04-18,13,Tarde,Thursday,4,2024,1,Tarde
1653,2024-02-03,19,Noche,Saturday,2,2024,1,Noche
1654,2024-01-23,13,Tarde,Tuesday,1,2024,1,Tarde
1655,2024-08-20,21,Noche,Tuesday,8,2024,1,Noche
1656,2024-02-02,4,Madrugada,Friday,2,2024,0,Madrugada
1657,2024-04-24,20,Noche,Wednesday,4,2024,1,Noche
1658,2024-03-09,15,Tarde,Saturday,3,2024,0,Tarde
1659,2024-03-20,10,Mañana,Wednesday,3,2024,0,Mañana
1660,2024-06-09,19,Noche,Sunday,6,2024,1,Noche
1661,2024-10-19,4,Madrugada,Saturday,10,2024,0,Madrugada
1662,2024-12-23,0,Madrugada,Monday,12,2024,0,Madrugada
1663,2024-01-25,16,Tarde,Thursday,1,2024,0,Tarde
1664,2024-12-27,7,Mañana,Friday,12,2024,0,Mañana
1665,2024-12-02,11,Mañana,Monday,12,2024,0,Mañana
1666,2024-12-02,12,Tarde,Monday,12,2024,1,Tarde
1667,2024-11-28,20,Noche,Thursday,11,2024,1,Noche
1668,2024-02-22,0,Madrugada,Thursday,2,2024,0,Madrugada
1669,2024-12-25,19,Noche,Wednesday,12,2024,1,Noche
1670,2024-01-02,16,Tarde,Tuesday,1,2024,0,Tarde
1671,2024-12-22,13,Tarde,Sunday,12,2024,1,Tarde
1672,2024-08-23,1,Madrugada,Friday,8,2024,0,Madrugada
1673,2024-02-21,16,Tarde,Wednesday,2,2024,0,Tarde
1674,2024-01-20,9,Mañana,Saturday,1,2024,0,Mañana
1675,2024-12-06,21,Noche,Friday,12,2024,1,Noche
1676,2024-01-30,10,Mañana,Tuesday,1,2024,0,Mañana
1677,2024-01-17,8,Mañana,Wednesday,1,2024,0,Mañana
1678,2024-12-11,2,Madrugada,Wednesday,12,2024,0,Madrugada
1679,2024-05-22,1,Madrugada,Wednesday,5,2024,0,Madrugada
1680,2024-09-14,20,Noche,Saturday,9,2024,1,Noche
1681,2024-01-27,0,Madrugada,Saturday,1,2024,0,Madrugada
1682,2024-05-30,15,Tarde,Thursday,5,2024,0,Tarde
1683,2024-07-31,20,Noche,Wednesday,7,2024,1,Noche
1684,2024-08-05,13,Tarde,Monday,8,2024,1,Tarde
1685,2024-07-06,21,Noche,Saturday,7,2024,1,Noche
1686,2024-10-13,22,Noche,Sunday,10,2024,0,Noche
1687,2024-08-14,5,Madrugada,Wednesday,8,2024,0,Madrugada
1688,2024-04-21,16,Tarde,Sunday,4,2024,0,Tarde
1689,2024-03-17,5,Madrugada,Sunday,3,2024,0,Madrugada
1690,2024-09-17,21,Noche,Tuesday,9,2024,1,Noche
1691,2024-05-03,17,Tarde,Friday,5,2024,0,Tarde
1692,2024-04-04,3,Madrugada,Thursday,4,2024,0,Madrugada
1693,2024-06-13,9,Mañana,Thursday,6,2024,0,Mañana
1694,2024-04-22,15,Tarde,Monday,4,2024,0,Tarde
1695,2024-08-16,20,Noche,Friday,8,2024,1,Noche
1696,2024-04-01,1,Madrugada,Monday,4,2024,0,Madrugada
1697,2024-07-23,9,Mañana,Tuesday,7,2024,0,Mañana
1698,2024-09-06,23,Madrugada,Friday,9,2024,0,Noche
1699,2024-09-02,23,Madrugada,Monday,9,2024,0,Noche
1700,2024-01-15,2,Madrugada,Monday,1,2024,0,Madrugada
1701,2024-04-22,17,Tarde,Monday,4,2024,0,Tarde
1702,2024-06-16,22,Noche,Sunday,6,2024,0,Noche
1703,2024-06-16,20,Noche,Sunday,6,2024,1,Noche
1704,2024-06-29,12,Tarde,Saturday,6,2024,1,Tarde
1705,2024-01-12,9,Mañana,Friday,1,2024,0,Mañana
1706,2024-12-02,20,Noche,Monday,12,2024,1,Noche
1707,2024-03-07,9,Mañana,Thursday,3,2024,0,Mañana
1708,2024-02-23,22,Noche,Friday,2,2024,0,Noche
1709,2024-04-28,11,Mañana,Sunday,4,2024,0,Mañana
1710,2024-09-07,20,Noche,Saturday,9,2024,1,Noche
1711,2024-07-15,18,Noche,Monday,7,2024,0,Noche
1712,2024-06-17,14,Tarde,Monday,6,2024,1,Tarde
1713,2024-05-03,22,Noche,Friday,5,2024,0,Noche
1714,2024-08-08,6,Mañana,Thursday,8,2024,0,Mañana
1715,2024-04-03,20,Noche,Wednesday,4,2024,1,Noche
1716,2024-08-06,9,Mañana,Tuesday,8,2024,0,Mañana
1717,2024-05-13,14,Tarde,Monday,5,2024,1,Tarde
1718,2024-04-07,3,Madrugada,Sunday,4,2024,0,Madrugada
1719,2024-03-31,21,Noche,Sunday,3,2024,1,Noche
1720,2024-11-15,0,Madrugada,Friday,11,2024,0,Madrugada
1721,2024-10-30,13,Tarde,Wednesday,10,2024,1,Tarde
1722,2024-04-25,15,Tarde,Thursday,4,2024,0,Tarde
1723,2024-06-30,4,Madrugada,Sunday,6,2024,0,Madrugada
1724,2024-06-18,6,Mañana,Tuesday,6,2024,0,Mañana
1725,2024-05-04,13,Tarde,Saturday,5,2024,1,Tarde
1726,2024-11-22,22,Noche,Friday,11,2024,0,Noche
1727,2024-05-14,11,Mañana,Tuesday,5,2024,0,Mañana
1728,2024-04-25,13,Tarde,Thursday,4,2024,1,Tarde
1729,2024-10-26,9,Mañana,Saturday,10,2024,0,Mañana
1730,2024-09-08,20,Noche,Sunday,9,2024,1,Noche
1731,2024-05-17,7,Mañana,Friday,5,2024,0,Mañana
1732,2024-11-21,10,Mañana,Thursday,11,2024,0,Mañana
1733,2024-05-20,12,Tarde,Monday,5,2024,1,Tarde
1734,2024-09-24,5,Madrugada,Tuesday,9,2024,0,Madrugada
1735,2024-03-25,22,Noche,Monday,3,2024,0,Noche
1736,2024-09-16,2,Madrugada,Monday,9,2024,0,Madrugada
1737,2024-07-05,2,Madrugada,Friday,7,2024,0,Madrugada
1738,2024-10-29,16,Tarde,Tuesday,10,2024,0,Tarde
1739,2024-02-06,13,Tarde,Tuesday,2,2024,1,Tarde
1740,2024-11-25,7,Mañana,Monday,11,2024,0,Mañana
1741,2024-06-23,7,Mañana,Sunday,6,2024,0,Mañana
1742,2024-08-28,17,Tarde,Wednesday,8,2024,0,Tarde
1743,2024-11-30,14,Tarde,Saturday,11,2024,1,Tarde
1744,2024-12-10,11,Mañana,Tuesday,12,2024,0,Mañana
1745,2024-02-14,15,Tarde,Wednesday,2,2024,0,Tarde
1746,2024-01-15,5,Madrugada,Monday,1,2024,0,Madrugada
1747,2024-09-21,2,Madrugada,Saturday,9,2024,0,Madrugada
1748,2024-02-11,2,Madrugada,Sunday,2,2024,0,Madrugada
1749,2024-12-14,18,Noche,Saturday,12,2024,0,Noche
1750,2024-04-11,9,Mañana,Thursday,4,2024,0,Mañana
1751,2024-06-04,7,Mañana,Tuesday,6,2024,0,Mañana
1752,2024-02-22,15,Tarde,Thursday,2,2024,0,Tarde
1753,2024-06-04,12,Tarde,Tuesday,6,2024,1,Tarde
1754,2024-10-01,10,Mañana,Tuesday,10,2024,0,Mañana
1755,2024-06-08,22,Noche,Saturday,6,2024,0,Noche
1756,2024-10-22,10,Mañana,Tuesday,10,2024,0,Mañana
1757,2024-09-29,10,Mañana,Sunday,9,2024,0,Mañana
1758,2024-07-11,5,Madrugada,Thursday,7,2024,0,Madrugada
1759,2024-01-22,16,Tarde,Monday,1,2024,0,Tarde
1760,2024-03-11,9,Mañana,Monday,3,2024,0,Mañana
1761,2024-05-14,18,Noche,Tuesday,5,2024,0,Noche
1762,2024-11-03,23,Madrugada,Sunday,11,2024,0,Noche
1763,2024-09-18,23,Madrugada,Wednesday,9,2024,0,Noche
1764,2024-07-16,4,Madrugada,Tuesday,7,2024,0,Madrugada
1765,2024-05-12,1,Madrugada,Sunday,5,2024,0,Madrugada
1766,2024-11-23,14,Tarde,Saturday,11,2024,1,Tarde
1767,2024-11-07,16,Tarde,Thursday,11,2024,0,Tarde
1768,2024-08-14,21,Noche,Wednesday,8,2024,1,Noche
1769,2024-05-10,18,Noche,Friday,5,2024,0,Noche
1770,2024-04-11,6,Mañana,Thursday,4,2024,0,Mañana
1771,2024-01-08,5,Madrugada,Monday,1,2024,0,Madrugada
1772,2024-11-04,21,Noche,Monday,11,2024,1,Noche
1773,2024-07-28,7,Mañana,Sunday,7,2024,0,Mañana
1774,2024-08-10,12,Tarde,Saturday,8,2024,1,Tarde
1775,2024-11-26,4,Madrugada,Tuesday,11,2024,0,Madrugada
1776,2024-06-27,12,Tarde,Thursday,6,2024,1,Tarde
1777,2024-03-23,1,Madrugada,Saturday,3,2024,0,Madrugada
1778,2024-02-04,11,Mañana,Sunday,2,2024,0,Mañana
1779,2024-03-08,5,Madrugada,Friday,3,2024,0,Madrugada
1780,2024-10-27,8,Mañana,Sunday,10,2024,0,Mañana
1781,2024-05-17,17,Tarde,Friday,5,2024,0,Tarde
1782,2024-01-23,14,Tarde,Tuesday,1,2024,1,Tarde
1783,2024-09-11,6,Mañana,Wednesday,9,2024,0,Mañana
1784,2024-11-30,15,Tarde,Saturday,11,2024,0,Tarde
1785,2024-08-21,0,Madrugada,Wednesday,8,2024,0,Madrugada
1786,2024-06-05,0,Madrugada,Wednesday,6,2024,0,Madrugada
1787,2024-09-21,5,Madrugada,Saturday,9,2024,0,Madrugada
1788,2024-07-07,4,Madrugada,Sunday,7,2024,0,Madrugada
1789,2024-05-07,2,Madrugada,Tuesday,5,2024,0,Madrugada
1790,2024-02-01,21,Noche,Thursday,2,2024,1,Noche
1791,2024-09-18,21,Noche,Wednesday,9,2024,1,Noche
1792,2024-05-21,15,Tarde,Tuesday,5,2024,0,Tarde
1793,2024-05-25,16,Tarde,Saturday,5,2024,0,Tarde
1794,2024-11-13,1,Madrugada,Wednesday,11,2024,0,Madrugada
1795,2024-03-08,8,Mañana,Friday,3,2024,0,Mañana
1796,2024-11-25,17,Tarde,Monday,11,2024,0,Tarde
1797,2024-08-27,11,Mañana,Tuesday,8,2024,0,Mañana
1798,2024-10-15,3,Madrugada,Tuesday,10,2024,0,Madrugada
1799,2024-12-22,6,Mañana,Sunday,12,2024,0,Mañana
1800,2024-09-04,4,Madrugada,Wednesday,9,2024,0,Madrugada
1801,2024-01-05,7,Mañana,Friday,1,2024,0,Mañana
1802,2024-01-20,2,Madrugada,Saturday,1,2024,0,Madrugada
1803,2024-02-26,5,Madrugada,Monday,2,2024,0,Madrugada
1804,2024-06-18,4,Madrugada,Tuesday,6,2024,0,Madrugada
1805,2024-10-09,17,Tarde,Wednesday,10,2024,0,Tarde
1806,2024-12-09,17,Tarde,Monday,12,2024,0,Tarde
1807,2024-10-19,16,Tarde,Saturday,10,2024,0,Tarde
1808,2024-08-05,12,Tarde,Monday,8,2024,1,Tarde
1809,2024-05-19,4,Madrugada,Sunday,5,2024,0,Madrugada
1810,2024-04-09,8,Mañana,Tuesday,4,2024,0,Mañana
1811,2024-09-14,16,Tarde,Saturday,9,2024,0,Tarde
1812,2024-01-17,4,Madrugada,Wednesday,1,2024,0,Madrugada
1813,2024-11-07,8,Mañana,Thursday,11,2024,0,Mañana
1814,2024-12-30,3,Madrugada,Monday,12,2024,0,Madrugada
1815,2024-10-01,2,Madrugada,Tuesday,10,2024,0,Madrugada
1816,2024-07-10,11,Mañana,Wednesday,7,2024,0,Mañana
1817,2024-06-14,17,Tarde,Friday,6,2024,0,Tarde
1818,2024-11-21,2,Madrugada,Thursday,11,2024,0,Madrugada
1819,2024-03-06,0,Madrugada,Wednesday,3,2024,0,Madrugada
1820,2024-04-16,15,Tarde,Tuesday,4,2024,0,Tarde
1821,2024-02-10,12,Tarde,Saturday,2,2024,1,Tarde
1822,2024-07-11,12,Tarde,Thursday,7,2024,1,Tarde
1823,2024-11-07,20,Noche,Thursday,11,2024,1,Noche
1824,2024-04-05,11,Mañana,Friday,4,2024,0,Mañana
1825,2024-04-13,16,Tarde,Saturday,4,2024,0,Tarde
1826,2024-12-30,8,Mañana,Monday,12,2024,0,Mañana
1827,2024-05-16,2,Madrugada,Thursday,5,2024,0,Madrugada
1828,2024-07-01,19,Noche,Monday,7,2024,1,Noche
1829,2024-09-26,11,Mañana,Thursday,9,2024,0,Mañana
1830,2024-02-28,21,Noche,Wednesday,2,2024,1,Noche
1831,2024-04-27,1,Madrugada,Saturday,4,2024,0,Madrugada
1832,2024-04-02,13,Tarde,Tuesday,4,2024,1,Tarde
1833,2024-04-08,19,Noche,Monday,4,2024,1,Noche
1834,2024-09-12,22,Noche,Thursday,9,2024,0,Noche
1835,2024-09-21,1,Madrugada,Saturday,9,2024,0,Madrugada
1836,2024-06-05,1,Madrugada,Wednesday,6,2024,0,Madrugada
1837,2024-08-22,9,Mañana,Thursday,8,2024,0,Mañana
1838,2024-06-20,12,Tarde,Thursday,6,2024,1,Tarde
1839,2024-11-23,13,Tarde,Saturday,11,2024,1,Tarde
