id_cliente,frecuencia_compra,id_suscripcion,id_metodo_pago_frecuente
1219,Semanal,1,5
1220,Diaria,2,2
1221,Mensual,3,4
1222,Diaria,2,5
1223,Quincenal,1,1
1224,Semanal,1,2
1225,Semanal,3,1
1226,Mensual,2,1
1227,Semanal,2,1
1228,Semanal,2,1
1229,Diaria,3,2
1230,Mensual,2,2
1231,Quincenal,2,2
1232,Quincenal,1,1
1233,Mensual,1,2
1234,Mensual,1,3
1235,Diaria,2,2
1236,Semanal,2,1
1237,Quincenal,1,2
1238,Mensual,2,4
1239,Mensual,1,3
1240,Mensual,2,2
1241,Semanal,1,1
1242,Semanal,1,4
1243,Semanal,2,4
1244,Diaria,3,2
1245,Semanal,2,5
1246,Mensual,1,2
1247,Quincenal,1,5
1248,Diaria,3,5
1249,Semanal,2,2
1250,Diaria,2,4
1251,Quincenal,2,3
1252,Quincenal,2,1
1253,Semanal,1,4
1254,Mensual,3,1
1255,Quincenal,1,3
1256,Diaria,2,1
1257,Semanal,1,4
1258,Mensual,1,4
1259,Mensual,1,3
1260,Diaria,1,4
1261,Quincenal,3,3
1262,Quincenal,2,4
1263,Quincenal,1,3
1264,Mensual,2,4
1265,Diaria,1,1
1266,Quincenal,1,1
1267,Quincenal,1,2
1268,Semanal,1,5
1269,Diaria,1,4
1270,Diaria,1,3
1271,Diaria,2,4
1272,Quincenal,1,4
1273,Quincenal,2,2
1274,Quincenal,1,2
1275,Diaria,2,5
1276,Mensual,1,4
1277,Diaria,1,5
1278,Quincenal,2,5
1279,Quincenal,1,4
1280,Semanal,3,2
1281,Semanal,1,3
1282,Quincenal,1,5
1283,Quincenal,2,1
1284,Diaria,1,2
1285,Semanal,1,1
1286,Mensual,2,4
1287,Mensual,1,2
1288,Quincenal,1,1
1289,Quincenal,1,4
1290,Quincenal,2,1
1291,Quincenal,2,4
1292,Semanal,1,2
1293,Diaria,1,1
1294,Semanal,1,1
1295,Quincenal,3,4
1296,Semanal,1,4
1297,Quincenal,2,1
1298,Semanal,1,3
1299,Diaria,1,3
1300,Mensual,3,1
1301,Diaria,3,4
1302,Diaria,2,2
1303,Quincenal,1,4
1304,Diaria,3,3
1305,Quincenal,1,3
1306,Quincenal,3,1
1307,Quincenal,2,4
1308,Semanal,1,1
1309,Quincenal,1,4
1310,Quincenal,1,5
1311,Mensual,1,2
1312,Diaria,1,1
1313,Diaria,2,1
1314,Semanal,1,3
1315,Diaria,1,3
1316,Diaria,2,2
1317,Semanal,2,1
1318,Quincenal,2,4
1319,Mensual,3,4
1320,Semanal,1,3
1321,Quincenal,1,3
1322,Diaria,1,5
1323,Diaria,1,2
1324,Quincenal,2,3
1325,Quincenal,1,1
1326,Semanal,2,1
1327,Semanal,2,4
1328,Semanal,2,3
1329,Semanal,1,3
1330,Mensual,2,4
1331,Quincenal,2,4
1332,Diaria,1,3
1333,Diaria,2,3
1334,Diaria,2,5
1335,Diaria,2,1
1336,Diaria,1,2
1337,Semanal,3,4
1338,Quincenal,1,4
1339,Mensual,1,4
1340,Semanal,2,5
1341,Mensual,1,3
1342,Mensual,1,3
1343,Semanal,1,3
1344,Mensual,1,4
1345,Quincenal,3,1
1346,Semanal,1,3
1347,Semanal,3,2
1348,Quincenal,1,5
1349,Diaria,1,1
1350,Quincenal,1,5
1351,Diaria,1,5
1352,Semanal,1,1
1353,Diaria,1,2
1354,Quincenal,2,4
1355,Mensual,2,2
1356,Mensual,1,2
1357,Quincenal,2,1
1358,Semanal,3,5
1359,Diaria,1,2
1360,Quincenal,2,4
1361,Quincenal,1,5
1362,Semanal,2,3
1363,Mensual,3,2
1364,Semanal,1,1
1365,Mensual,1,1
1366,Quincenal,1,4
1367,Mensual,2,4
1368,Quincenal,1,5
1369,Diaria,3,2
1370,Quincenal,2,1
1371,Quincenal,1,3
1372,Quincenal,3,5
1373,Quincenal,2,1
1374,Mensual,1,1
1375,Mensual,2,4
1376,Semanal,1,3
1377,Mensual,1,2
1378,Semanal,1,1
1379,Quincenal,1,2
1380,Semanal,1,5
1381,Diaria,2,3
1382,Mensual,2,1
1383,Semanal,2,4
1384,Mensual,1,4
1385,Semanal,1,2
1386,Quincenal,3,1
1387,Semanal,2,4
1388,Mensual,1,2
1389,Semanal,2,1
1390,Quincenal,1,1
1391,Diaria,1,3
1392,Mensual,2,1
1393,Quincenal,1,2
1394,Mensual,2,2
1395,Mensual,1,5
1396,Semanal,2,3
1397,Semanal,1,1
1398,Quincenal,1,2
1399,Quincenal,1,5
1400,Mensual,2,2
1401,Mensual,2,1
1402,Diaria,1,3
1403,Quincenal,1,1
1404,Semanal,3,3
1405,Mensual,2,5
1406,Mensual,1,3
1407,Quincenal,1,2
1408,Quincenal,1,3
1409,Diaria,1,1
1410,Mensual,1,3
1411,Diaria,2,5
1412,Quincenal,1,4
1413,Semanal,1,3
1414,Quincenal,3,2
1415,Mensual,1,3
1416,Diaria,1,3
1417,Semanal,1,1
1418,Diaria,3,4
1419,Quincenal,2,4
1420,Mensual,1,3
1421,Semanal,2,1
1422,Semanal,1,1
1423,Diaria,1,2
1424,Quincenal,3,2
1425,Mensual,2,1
1426,Diaria,1,1
1427,Diaria,1,4
1428,Diaria,1,2
1429,Mensual,3,1
1430,Mensual,1,1
1431,Quincenal,2,4
1432,Mensual,1,1
1433,Semanal,3,5
1434,Semanal,1,3
1435,Semanal,1,2
1436,Mensual,1,3
1437,Quincenal,1,4
1438,Quincenal,2,4
1439,Quincenal,3,1
1440,Diaria,2,2
1441,Mensual,2,5
1442,Semanal,1,2
1443,Semanal,1,2
1444,Mensual,1,2
1445,Semanal,1,4
1446,Diaria,1,4
1447,Semanal,1,1
1448,Diaria,2,4
1449,Diaria,2,4
1450,Mensual,2,1
1451,Quincenal,1,2
1452,Semanal,1,4
1453,Quincenal,1,1
1454,Diaria,2,4
1455,Mensual,2,1
1456,Semanal,2,1
1457,Quincenal,1,2
1458,Semanal,3,4
1459,Mensual,2,4
1460,Semanal,1,3
1461,Mensual,2,2
1462,Mensual,2,1
1463,Quincenal,1,4
1464,Quincenal,1,3
1465,Quincenal,1,1
1466,Semanal,2,4
1467,Mensual,2,1
1468,Diaria,2,1
1469,Quincenal,1,1
1470,Semanal,1,3
1471,Semanal,1,2
1472,Diaria,2,1
1473,Quincenal,2,2
1474,Mensual,1,3
1475,Mensual,2,1
1476,Semanal,1,2
1477,Semanal,3,4
1478,Diaria,2,2
1479,Semanal,1,5
1480,Quincenal,1,5
1481,Diaria,1,2
1482,Quincenal,1,3
1483,Quincenal,1,5
1484,Semanal,1,2
1485,Quincenal,1,3
1486,Diaria,1,1
1487,Semanal,1,3
1488,Mensual,2,1
1489,Mensual,1,3
1490,Semanal,2,2
1491,Diaria,1,3
1492,Diaria,2,3
1493,Mensual,2,3
1494,Mensual,1,3
1495,Mensual,2,1
1496,Diaria,1,4
1497,Mensual,1,1
1498,Diaria,1,2
1499,Mensual,1,3
1500,Mensual,1,2
1501,Diaria,2,3
1502,Diaria,1,2
1503,Semanal,1,1
1504,Quincenal,3,2
1505,Semanal,2,4
1506,Mensual,2,3
1507,Diaria,3,4
1508,Semanal,1,1
1509,Mensual,2,1
1510,Mensual,2,4
1511,Mensual,1,5
1512,Semanal,1,4
1513,Semanal,1,2
1514,Semanal,1,1
1515,Mensual,1,2
1516,Semanal,3,4
1517,Quincenal,1,1
1518,Mensual,1,2
1519,Quincenal,1,4
1520,Mensual,3,3
1521,Diaria,1,4
1522,Semanal,3,2
1523,Mensual,1,4
1524,Semanal,1,2
1525,Mensual,1,5
1526,Semanal,2,2
1527,Diaria,3,1
1528,Semanal,2,3
1529,Mensual,1,1
1530,Quincenal,1,3
1531,Mensual,1,2
1532,Semanal,3,3
1533,Semanal,2,2
1534,Mensual,1,5
1535,Semanal,3,4
1536,Quincenal,1,4
1537,Mensual,1,1
1538,Semanal,2,1
1539,Quincenal,1,5
1540,Quincenal,1,2
1541,Semanal,3,4
1542,Semanal,1,4
1543,Diaria,1,3
1544,Mensual,2,1
1545,Semanal,3,4
1546,Mensual,3,2
1547,Semanal,2,3
1548,Quincenal,3,5
1549,Mensual,3,4
1550,Diaria,1,1
1551,Diaria,2,1
1552,Quincenal,1,5
1553,Mensual,1,3
1554,Semanal,1,1
1555,Diaria,2,3
1556,Diaria,1,1
1557,Mensual,1,1
1558,Semanal,1,1
1559,Diaria,2,3
1560,Semanal,1,4
1561,Mensual,1,4
1562,Quincenal,2,2
1563,Semanal,1,2
1564,Quincenal,1,4
1565,Mensual,1,1
1566,Diaria,1,4
1567,Quincenal,1,3
1568,Mensual,1,1
1569,Mensual,2,5
1570,Semanal,2,2
1571,Semanal,1,5
1572,Diaria,3,3
1573,Diaria,2,4
1574,Quincenal,2,2
1575,Mensual,2,1
1576,Mensual,1,2
1577,Semanal,1,5
1578,Mensual,2,2
1579,Semanal,2,3
1580,Quincenal,1,2
1581,Semanal,2,1
1582,Mensual,2,4
1583,Quincenal,1,3
1584,Mensual,3,4
1585,Semanal,1,1
1586,Diaria,2,1
1587,Semanal,1,3
1588,Semanal,1,1
1589,Semanal,1,4
1590,Semanal,1,4
1591,Quincenal,2,3
1592,Mensual,1,1
1593,Quincenal,1,1
1594,Quincenal,2,2
1595,Quincenal,2,1
1596,Quincenal,2,5
1597,Semanal,1,3
1598,Semanal,2,3
1599,Quincenal,3,3
1600,Quincenal,1,2
1601,Semanal,1,1
1602,Semanal,2,4
1603,Mensual,1,1
1604,Mensual,2,4
1605,Semanal,2,2
1606,Semanal,1,1
1607,Quincenal,2,2
1608,Diaria,2,1
1609,Diaria,1,2
1610,Mensual,1,1
1611,Mensual,1,4
1612,Quincenal,1,2
1613,Semanal,1,1
1614,Diaria,3,4
1615,Semanal,1,1
1616,Semanal,1,1
1617,Quincenal,2,3
1618,Diaria,1,4
1619,Semanal,2,4
1620,Quincenal,2,1
1621,Quincenal,1,1
1622,Semanal,1,1
1623,Quincenal,2,1
1624,Diaria,1,2
1625,Quincenal,1,1
1626,Mensual,2,2
1627,Mensual,1,4
1628,Quincenal,1,1
1629,Mensual,1,4
1630,Mensual,1,3
1631,Quincenal,2,1
1632,Quincenal,1,1
1633,Quincenal,1,1
1634,Diaria,1,1
1635,Quincenal,2,3
1636,Mensual,3,1
1637,Diaria,1,3
1638,Quincenal,2,1
1639,Quincenal,2,1
1640,Quincenal,1,3
1641,Diaria,2,4
1642,Diaria,3,4
1643,Mensual,2,3
1644,Diaria,1,4
1645,Mensual,1,1
1646,Quincenal,1,4
1647,Mensual,3,1
1648,Diaria,2,4
1649,Quincenal,1,3
1650,Semanal,2,1
1651,Mensual,1,2
1652,Quincenal,3,5
1653,Quincenal,1,3
1654,Semanal,3,4
1655,Mensual,1,5
1656,Semanal,2,2
1657,Diaria,1,2
1658,Mensual,1,2
1659,Quincenal,1,1
1660,Semanal,1,3
1661,Diaria,2,2
1662,Semanal,2,4
1663,Semanal,1,4
1664,Semanal,1,4
1665,Diaria,1,2
1666,Semanal,1,5
1667,Diaria,2,2
1668,Mensual,1,1
1669,Diaria,2,1
1670,Quincenal,1,1
1671,Diaria,1,4
1672,Diaria,1,1
1673,Diaria,2,4
1674,Semanal,3,3
1675,Diaria,2,1
1676,Semanal,3,4
1677,Quincenal,1,4
1678,Quincenal,2,3
1679,Semanal,3,2
1680,Diaria,1,3
1681,Diaria,1,1
1682,Diaria,1,3
1683,Mensual,1,5
1684,Mensual,1,1
1685,Diaria,2,3
1686,Mensual,1,4
1687,Mensual,2,4
1688,Diaria,1,4
1689,Mensual,1,4
1690,Diaria,1,2
1691,Semanal,1,4
1692,Diaria,1,5
1693,Quincenal,1,3
1694,Semanal,2,4
1695,Semanal,1,1
1696,Diaria,1,1
1697,Diaria,1,3
1698,Mensual,3,4
1699,Semanal,2,4
1700,Quincenal,1,3
1701,Quincenal,1,4
1702,Quincenal,1,5
1703,Quincenal,1,3
1704,Mensual,1,1
1705,Mensual,2,4
1706,Diaria,1,1
1707,Diaria,1,1
1708,Mensual,1,4
1709,Semanal,1,4
1710,Semanal,1,3
1711,Mensual,1,4
1712,Semanal,2,4
1713,Mensual,1,2
1714,Mensual,2,3
1715,Mensual,1,5
1716,Semanal,1,2
1717,Quincenal,1,4
1718,Diaria,1,1
1719,Quincenal,1,4
1720,Quincenal,1,5
1721,Diaria,1,3
1722,Diaria,2,1
1723,Semanal,2,1
1724,Diaria,1,3
1725,Diaria,1,2
1726,Diaria,1,5
1727,Semanal,1,4
1728,Quincenal,1,1
1729,Diaria,1,1
1730,Mensual,1,2
1731,Mensual,1,1
1732,Diaria,1,3
1733,Quincenal,1,3
1734,Diaria,1,3
1735,Diaria,1,3
1736,Mensual,2,5
1737,Semanal,1,4
1738,Semanal,1,4
1739,Mensual,2,4
1740,Mensual,1,4
1741,Diaria,2,2
1742,Diaria,1,3
1743,Semanal,2,2
1744,Diaria,1,4
1745,Diaria,3,1
1746,Quincenal,1,3
1747,Semanal,1,5
1748,Quincenal,1,2
1749,Semanal,1,3
1750,Semanal,3,1
1751,Diaria,1,1
1752,Semanal,1,1
1753,Quincenal,1,5
1754,Diaria,1,4
1755,Semanal,1,4
1756,Semanal,2,4
1757,Diaria,1,1
1758,Diaria,1,4
1759,Mensual,3,4
1760,Mensual,1,5
1761,Mensual,2,4
1762,Semanal,1,1
1763,Diaria,2,5
1764,Semanal,1,1
1765,Semanal,3,1
1766,Mensual,2,5
1767,Quincenal,3,4
1768,Mensual,1,4
1769,Quincenal,1,1
1770,Mensual,1,2
1771,Semanal,1,4
1772,Diaria,2,4
1773,Semanal,1,4
1774,Quincenal,2,3
1775,Mensual,1,3
1776,Semanal,1,4
1777,Mensual,2,3
1778,Mensual,2,4
1779,Quincenal,1,1
1780,Diaria,2,4
1781,Semanal,2,4
1782,Diaria,1,1
1783,Quincenal,2,3
1784,Mensual,2,3
1785,Mensual,1,4
1786,Diaria,2,4
1787,Quincenal,2,4
1788,Quincenal,1,2
1789,Semanal,1,3
1790,Diaria,1,3
1791,Quincenal,1,2
1792,Mensual,2,2
1793,Semanal,1,2
1794,Mensual,1,2
1795,Mensual,1,4
1796,Diaria,1,1
1797,Mensual,1,1
1798,Diaria,3,2
1799,Mensual,1,5
1800,Diaria,1,4
1801,Quincenal,1,2
1802,Diaria,2,3
1803,Quincenal,1,5
1804,Semanal,1,4
1805,Quincenal,1,4
1806,Semanal,1,4
1807,Diaria,1,4
1808,Diaria,1,4
1809,Semanal,2,4
1810,Mensual,1,1
1811,Diaria,2,4
1812,Mensual,1,1
1813,Quincenal,2,1
1814,Mensual,1,1
1815,Mensual,2,2
1816,Quincenal,1,1
1817,Diaria,1,2
1818,Mensual,1,2
1819,Diaria,1,1
1820,Quincenal,1,1
1821,Quincenal,1,4
1822,Diaria,2,4
1823,Diaria,1,3
1824,Semanal,2,5
1825,Mensual,1,1
1826,Semanal,2,1
1827,Mensual,2,1
1828,Diaria,1,5
1829,Mensual,2,3
1830,Quincenal,2,2
1831,Diaria,1,4
1832,Mensual,1,3
1833,Quincenal,1,3
1834,Quincenal,1,1
1835,Diaria,2,3
1836,Mensual,1,4
1837,Diaria,3,2
1838,Diaria,3,5
1839,Diaria,2,2
1840,Diaria,2,1
1841,Quincenal,1,2
1842,Diaria,2,3
1843,Quincenal,1,4
1844,Mensual,2,1
1845,Mensual,1,4
1846,Mensual,1,5
1847,Mensual,2,4
1848,Diaria,1,5
1849,Diaria,2,1
1850,Mensual,1,1
1851,Quincenal,2,2
1852,Diaria,1,1
1853,Quincenal,2,4
1854,Mensual,2,1
1855,Mensual,1,1
1856,Mensual,3,4
1857,Semanal,1,4
1858,Diaria,1,4
1859,Quincenal,2,3
1860,Quincenal,1,5
1861,Diaria,1,4
1862,Diaria,2,3
1863,Semanal,1,4
1864,Diaria,1,1
1865,Semanal,1,2
1866,Quincenal,2,4
1867,Diaria,1,3
1868,Quincenal,1,1
1869,Diaria,2,2
1870,Quincenal,1,2
1871,Quincenal,2,3
1872,Diaria,2,3
1873,Mensual,1,4
1874,Mensual,1,4
1875,Semanal,1,4
1876,Semanal,1,1
1877,Quincenal,2,2
1878,Mensual,1,2
1879,Diaria,1,1
1880,Mensual,1,1
1881,Quincenal,2,3
1882,Diaria,1,4
1883,Mensual,2,4
1884,Mensual,2,3
1885,Diaria,1,1
1886,Diaria,1,1
1887,Quincenal,1,5
1888,Semanal,2,1
1889,Diaria,1,5
1890,Mensual,1,3
1891,Quincenal,1,3
1892,Semanal,1,1
1893,Quincenal,3,4
1894,Semanal,1,1
1895,Quincenal,1,1
1896,Diaria,2,2
1897,Diaria,2,4
1898,Diaria,1,1
1899,Mensual,3,3
1900,Semanal,1,4
1901,Mensual,2,3
1902,Diaria,2,2
1903,Mensual,1,4
1904,Quincenal,1,3
1905,Quincenal,2,1
1906,Quincenal,1,1
1907,Semanal,1,4
1908,Semanal,1,2
1909,Diaria,2,3
1910,Diaria,1,3
1911,Quincenal,1,2
1912,Mensual,1,2
1913,Semanal,1,3
1914,Quincenal,1,4
1915,Quincenal,1,3
1916,Quincenal,1,3
1917,Semanal,2,2
1918,Diaria,1,1
1919,Semanal,1,1
1920,Diaria,1,3
1921,Semanal,2,3
1922,Quincenal,1,1
1923,Mensual,1,1
1924,Mensual,1,4
1925,Mensual,2,3
1926,Semanal,1,3
1927,Quincenal,2,1
1928,Semanal,2,2
1929,Quincenal,1,4
1930,Mensual,2,5
1931,Quincenal,2,2
1932,Diaria,1,4
1933,Mensual,1,4
1934,Semanal,1,3
1935,Quincenal,2,3
1936,Semanal,1,2
1937,Diaria,2,4
1938,Quincenal,1,3
1939,Diaria,2,2
1940,Mensual,3,2
1941,Diaria,1,4
1942,Semanal,1,1
1943,Diaria,1,5
1944,Quincenal,2,2
1945,Semanal,1,3
1946,Mensual,1,2
1947,Quincenal,1,3
1948,Quincenal,1,1
1949,Mensual,2,1
1950,Diaria,1,5
1951,Semanal,1,4
1952,Mensual,1,3
1953,Diaria,1,5
1954,Semanal,1,3
1955,Diaria,2,1
1956,Quincenal,2,3
1957,Quincenal,2,2
1958,Mensual,1,3
1959,Semanal,1,4
1960,Mensual,1,3
1961,Mensual,2,4
1962,Quincenal,1,1
1963,Mensual,1,4
1964,Semanal,2,4
1965,Mensual,2,1
1966,Semanal,2,1
1967,Mensual,1,3
1968,Mensual,3,1
1969,Semanal,1,5
1970,Diaria,2,3
1971,Quincenal,2,2
1972,Diaria,1,5
1973,Quincenal,1,1
1974,Semanal,1,2
1975,Semanal,1,1
1976,Quincenal,2,4
1977,Quincenal,1,1
1978,Diaria,1,1
1979,Semanal,1,2
1980,Mensual,3,4
1981,Diaria,1,1
1982,Diaria,1,5
1983,Quincenal,1,1
1984,Mensual,1,1
1985,Semanal,1,3
1986,Semanal,1,1
1987,Mensual,2,2
1988,Semanal,1,2
1989,Semanal,2,1
1990,Diaria,1,2
1991,Diaria,2,4
1992,Quincenal,1,1
1993,Mensual,2,5
1994,Mensual,1,3
1995,Mensual,1,1
1996,Diaria,3,2
1997,Diaria,1,3
1998,Semanal,2,1
1999,Quincenal,2,1
2000,Quincenal,1,1
2001,Quincenal,1,2
2002,Diaria,1,1
2003,Mensual,1,2
2004,Quincenal,2,3
2005,Semanal,1,3
2006,Mensual,1,3
2007,Quincenal,1,5
2008,Diaria,2,3
2009,Mensual,2,1
2010,Semanal,1,5
2011,Diaria,2,1
2012,Quincenal,2,2
2013,Quincenal,1,1
2014,Diaria,3,2
2015,Mensual,1,1
2016,Semanal,1,1
2017,Semanal,2,3
2018,Diaria,3,1
2019,Mensual,1,3
2020,Quincenal,1,4
2021,Quincenal,2,3
2022,Mensual,1,1
2023,Semanal,2,2
2024,Quincenal,2,2
2025,Mensual,2,3
2026,Quincenal,1,5
2027,Mensual,2,4
2028,Diaria,1,1
2029,Quincenal,1,4
2030,Quincenal,1,4
2031,Diaria,1,3
2032,Diaria,1,3
2033,Quincenal,3,1
2034,Diaria,2,2
2035,Mensual,1,2
2036,Mensual,1,3
2037,Semanal,2,1
2038,Quincenal,1,2
2039,Mensual,2,4
2040,Quincenal,1,2
2041,Mensual,2,2
2042,Diaria,1,1
2043,Semanal,1,4
2044,Mensual,2,5
2045,Quincenal,2,1
2046,Quincenal,2,4
2047,Quincenal,3,4
2048,Diaria,1,4
2049,Mensual,1,2
2050,Quincenal,2,4
2051,Mensual,1,3
2052,Mensual,2,1
2053,Mensual,1,1
2054,Semanal,1,5
2055,Diaria,1,4
2056,Quincenal,2,1
2057,Semanal,1,5
2058,Quincenal,1,4
2059,Mensual,1,2
2060,Quincenal,2,1
2061,Quincenal,1,3
2062,Mensual,1,1
2063,Quincenal,1,4
2064,Semanal,2,1
2065,Diaria,2,2
2066,Quincenal,1,3
2067,Semanal,1,1
2068,Mensual,2,1
2069,Mensual,1,5
2070,Semanal,1,4
2071,Mensual,1,4
2072,Mensual,1,5
2073,Mensual,1,3
2074,Diaria,1,5
2075,Semanal,1,2
2076,Semanal,3,4
2077,Mensual,1,3
2078,Semanal,1,1
2079,Quincenal,1,4
2080,Quincenal,1,3
2081,Quincenal,2,5
2082,Semanal,2,2
2083,Quincenal,2,4
2084,Quincenal,1,4
2085,Diaria,3,3
2086,Diaria,2,4
2087,Semanal,2,1
2088,Quincenal,3,1
2089,Mensual,2,2
2090,Diaria,3,1
2091,Semanal,1,2
2092,Mensual,2,1
2093,Semanal,1,1
2094,Quincenal,1,4
2095,Mensual,1,3
2096,Semanal,1,5
2097,Quincenal,2,1
2098,Semanal,2,2
2099,Semanal,1,1
2100,Semanal,1,3
2101,Mensual,1,4
2102,Diaria,1,3
2103,Quincenal,1,3
2104,Diaria,1,4
2105,Quincenal,2,1
2106,Mensual,2,4
2107,Quincenal,2,1
2108,Mensual,2,1
2109,Quincenal,1,5
2110,Mensual,1,2
2111,Mensual,2,2
2112,Semanal,1,4
2113,Quincenal,1,1
2114,Semanal,2,4
2115,Diaria,2,2
2116,Semanal,2,4
2117,Diaria,2,1
2118,Mensual,1,2
2119,Mensual,2,2
2120,Quincenal,1,1
2121,Semanal,2,2
2122,Semanal,1,5
2123,Semanal,2,4
2124,Mensual,2,3
2125,Semanal,1,4
2126,Diaria,1,3
2127,Semanal,1,1
2128,Diaria,1,1
2129,Mensual,1,1
2130,Semanal,2,3
2131,Diaria,1,4
2132,Mensual,2,4
2133,Mensual,1,1
2134,Quincenal,2,2
2135,Semanal,2,1
2136,Semanal,1,3
2137,Diaria,1,2
2138,Diaria,1,4
2139,Quincenal,1,1
2140,Quincenal,1,5
2141,Diaria,1,2
2142,Quincenal,1,2
2143,Semanal,1,4
2144,Mensual,1,4
2145,Mensual,1,1
2146,Quincenal,1,5
2147,Quincenal,1,2
2148,Quincenal,2,3
2149,Mensual,1,5
2150,Quincenal,2,4
2151,Semanal,1,2
2152,Diaria,1,3
2153,Semanal,1,2
2154,Quincenal,1,4
2155,Quincenal,1,2
2156,Diaria,2,3
2157,Quincenal,1,2
2158,Mensual,2,4
2159,Semanal,3,1
2160,Diaria,1,2
2161,Semanal,2,4
2162,Semanal,1,4
2163,Semanal,2,4
2164,Mensual,2,4
2165,Quincenal,2,4
2166,Semanal,2,4
2167,Mensual,1,5
2168,Semanal,2,1
2169,Semanal,2,2
2170,Semanal,1,4
2171,Quincenal,2,1
2172,Semanal,1,4
2173,Mensual,1,3
2174,Semanal,1,4
2175,Semanal,1,3
2176,Quincenal,2,2
2177,Diaria,1,5
2178,Quincenal,1,1
2179,Semanal,3,1
2180,Semanal,1,4
2181,Mensual,1,3
2182,Diaria,2,5
2183,Quincenal,2,2
2184,Quincenal,1,3
2185,Quincenal,1,1
2186,Mensual,2,4
2187,Quincenal,1,2
2188,Diaria,1,4
2189,Mensual,2,1
2190,Diaria,1,3
2191,Quincenal,1,1
2192,Semanal,1,3
2193,Semanal,3,3
2194,Diaria,2,1
2195,Diaria,2,3
2196,Quincenal,1,1
2197,Mensual,1,3
2198,Semanal,1,5
2199,Mensual,1,3
2200,Diaria,3,1
2201,Mensual,2,4
2202,Semanal,2,3
2203,Semanal,3,4
2204,Mensual,1,4
2205,Quincenal,1,4
2206,Mensual,2,4
2207,Quincenal,1,3
2208,Quincenal,1,3
2209,Mensual,1,3
2210,Mensual,1,4
2211,Semanal,3,3
2212,Quincenal,1,2
2213,Quincenal,3,3
2214,Mensual,1,2
2215,Mensual,3,4
2216,Mensual,2,1
2217,Mensual,2,1
2218,Diaria,1,2
2219,Diaria,1,4
2220,Diaria,2,3
2221,Diaria,1,4
2222,Quincenal,1,3
2223,Diaria,3,2
2224,Quincenal,2,4
2225,Diaria,2,1
2226,Diaria,2,2
2227,Semanal,3,2
2228,Quincenal,1,3
2229,Semanal,2,3
2230,Semanal,1,1
2231,Semanal,1,3
2232,Diaria,2,3
2233,Mensual,2,3
2234,Mensual,2,4
2235,Mensual,1,4
2236,Mensual,2,2
2237,Mensual,1,2
2238,Mensual,3,4
2239,Diaria,1,1
2240,Diaria,2,4
2241,Mensual,3,1
2242,Diaria,1,1
2243,Diaria,1,3
2244,Quincenal,1,4
2245,Mensual,2,4
2246,Mensual,1,2
2247,Diaria,1,2
2248,Diaria,1,2
2249,Quincenal,1,4
2250,Diaria,1,4
2251,Mensual,1,5
2252,Diaria,3,3
2253,Diaria,2,4
2254,Mensual,1,4
2255,Semanal,1,3
2256,Quincenal,2,4
2257,Semanal,1,5
2258,Mensual,2,1
2259,Diaria,1,3
2260,Semanal,1,1
2261,Diaria,1,2
2262,Diaria,2,3
2263,Quincenal,3,3
2264,Semanal,2,3
2265,Diaria,2,5
2266,Quincenal,2,1
2267,Quincenal,1,3
2268,Semanal,1,4
2269,Quincenal,1,4
2270,Diaria,1,2
2271,Diaria,1,2
2272,Quincenal,2,3
2273,Mensual,1,1
2274,Semanal,1,4
2275,Quincenal,1,2
2276,Semanal,1,2
2277,Quincenal,3,2
2278,Quincenal,1,4
2279,Mensual,2,2
2280,Mensual,1,5
2281,Quincenal,2,2
2282,Quincenal,2,1
2283,Diaria,1,2
2284,Diaria,1,1
2285,Semanal,2,4
2286,Semanal,2,4
2287,Mensual,1,4
2288,Diaria,3,5
2289,Diaria,3,2
2290,Diaria,1,1
2291,Quincenal,1,3
2292,Semanal,1,4
2293,Diaria,2,4
2294,Quincenal,1,3
2295,Mensual,1,5
2296,Quincenal,1,2
2297,Mensual,2,4
2298,Diaria,1,1
2299,Diaria,2,1
2300,Mensual,1,2
2301,Quincenal,2,4
2302,Diaria,1,3
2303,Mensual,1,1
2304,Quincenal,1,4
2305,Mensual,1,1
2306,Diaria,1,4
2307,Mensual,1,3
2308,Mensual,1,4
2309,Mensual,2,2
2310,Diaria,1,1
2311,Mensual,2,1
2312,Mensual,1,5
2313,Quincenal,2,5
2314,Quincenal,2,4
2315,Mensual,1,2
2316,Diaria,1,5
2317,Quincenal,2,5
2318,Quincenal,1,4
2319,Quincenal,1,3
2320,Diaria,2,1
2321,Mensual,1,3
2322,Diaria,1,3
2323,Semanal,1,3
2324,Diaria,1,4
2325,Mensual,1,4
2326,Semanal,1,2
2327,Semanal,1,1
2328,Quincenal,2,2
2329,Diaria,2,3
2330,Semanal,2,3
2331,Mensual,2,3
2332,Diaria,2,1
2333,Mensual,1,1
2334,Diaria,1,1
2335,Diaria,2,4
2336,Quincenal,1,4
2337,Quincenal,1,5
2338,Diaria,1,4
2339,Diaria,2,4
2340,Diaria,2,4
2341,Semanal,2,2
2342,Quincenal,2,3
2343,Mensual,1,1
2344,Semanal,1,3
2345,Diaria,2,3
2346,Diaria,2,1
2347,Quincenal,1,4
2348,Diaria,2,1
2349,Semanal,3,1
2350,Semanal,1,1
2351,Quincenal,2,3
2352,Quincenal,1,1
2353,Semanal,1,3
2354,Semanal,1,1
2355,Quincenal,1,2
2356,Quincenal,3,1
