id_pedido,id_tiempo,id_zona,id_restaurante,id_repartidor,id_cliente,id_estado,tiempo_total_min,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,minutos_retraso,valor_pedido_soles,hora_dia,dia_semana,es_hora_pico
355,349,3,3,159,979,2,9.8,0.951,0.307,7.8,1,0.0,44.13,6,Thursday,0
356,350,1,2,165,1320,2,5.0,0.489,0.576,0.5,1,0.0,40.81,0,Monday,0
2099,350,2,1,178,567,1,14.9,1.456,2.383,4.3,1,0.0,70.56,0,Monday,0
2245,350,5,9,89,591,1,17.9,1.368,3.066,11.3,1,0.0,79.69,0,Monday,0
7310,350,3,4,30,1302,3,14.3,0.755,2.916,7.4,1,0.0,67.83,0,Monday,0
357,351,5,9,126,2154,2,17.8,1.424,2.7,9.3,1,0.0,46.09,9,Wednesday,0
358,352,1,10,21,1918,1,16.0,0.832,2.169,10.6,1,0.0,86.18,8,Sunday,0
2844,352,3,3,133,132,2,11.8,1.337,2.117,5.0,1,0.0,20.42,8,Sunday,0
360,353,5,4,28,2616,2,11.7,0.918,1.238,8.3,1,0.0,48.21,7,Friday,0
3217,353,5,10,80,1764,1,15.0,0.541,2.527,7.6,1,0.0,22.4,7,Friday,0
5007,353,5,6,176,1465,1,12.6,1.056,1.764,4.5,1,0.0,73.34,7,Friday,0
8037,353,4,5,83,1168,3,10.3,0.946,2.11,3.4,1,0.0,20.73,7,Friday,0
9768,353,2,8,179,2006,3,12.7,0.592,2.587,8.8,1,0.0,65.62,7,Friday,0
361,354,3,8,81,2254,2,8.8,0.645,2.446,4.0,1,0.0,89.68,0,Sunday,0
1806,354,1,10,59,1528,1,14.5,0.656,3.198,9.3,1,0.0,79.2,0,Sunday,0
7471,354,5,1,122,934,1,11.8,0.906,1.556,4.9,1,0.0,81.11,0,Sunday,0
362,355,3,6,191,1041,1,13.4,0.472,1.849,6.2,1,0.0,59.02,2,Sunday,0
4133,355,5,2,143,1832,1,14.1,1.529,2.065,7.1,1,0.0,80.94,2,Sunday,0
8248,355,1,8,8,2480,1,22.7,1.229,2.132,13.2,1,0.0,71.21,2,Sunday,0
363,356,3,8,81,89,5,16.4,2.017,2.559,7.1,1,0.0,32.19,16,Monday,0
1815,356,2,5,142,240,1,14.3,1.22,2.27,6.9,1,0.0,62.02,16,Monday,0
364,357,3,9,64,955,1,13.2,0.211,2.02,8.4,1,0.0,86.17,22,Sunday,0
2806,357,3,9,141,296,1,19.7,0.845,2.042,13.8,1,0.0,68.72,22,Sunday,0
5716,357,2,9,108,1003,3,19.4,1.173,2.896,12.6,1,0.0,89.13,22,Sunday,0
7982,357,5,4,80,1035,1,17.0,1.209,1.591,7.3,1,0.0,81.39,22,Sunday,0
365,358,3,5,25,2439,2,13.0,1.261,2.387,4.0,1,0.0,61.1,23,Sunday,0
9910,358,1,8,4,1662,1,17.1,0.689,2.571,9.1,1,0.0,87.85,23,Sunday,0
366,359,1,10,168,2468,3,32.1,1.794,2.263,16.5,0,2.1,33.14,12,Monday,1
367,360,5,7,193,2438,5,15.4,1.342,0.959,9.1,1,0.0,92.68,4,Tuesday,0
368,361,5,2,22,1633,1,21.3,1.039,1.878,14.2,1,0.0,46.94,0,Monday,0
369,362,5,3,111,1325,1,12.5,0.789,1.597,5.3,1,0.0,36.3,17,Monday,0
370,363,2,2,114,2553,1,23.1,1.126,1.161,18.3,1,0.0,42.98,19,Sunday,1
518,363,3,6,111,1159,1,17.7,1.324,1.509,8.2,1,0.0,43.85,19,Sunday,1
371,364,3,1,74,57,2,12.9,1.496,1.924,6.2,1,0.0,26.81,1,Thursday,0
372,365,2,2,160,2990,2,13.9,0.592,1.446,7.4,1,0.0,58.9,10,Thursday,0
8867,365,5,3,196,712,1,19.6,1.348,1.927,11.6,1,0.0,82.0,10,Thursday,0
373,366,3,1,18,1592,1,14.4,1.25,1.206,10.0,1,0.0,90.61,22,Thursday,0
1670,366,3,4,19,2287,5,8.3,1.697,0.773,1.4,1,0.0,17.96,22,Thursday,0
3580,366,5,9,159,2535,2,19.8,1.286,2.267,15.4,1,0.0,43.85,22,Thursday,0
7948,366,1,7,64,2049,1,16.7,1.357,1.532,12.1,1,0.0,27.74,22,Thursday,0
374,367,5,6,81,1986,5,14.1,1.788,1.981,4.7,1,0.0,22.97,11,Saturday,0
7307,367,4,3,154,740,1,12.7,0.989,2.6,8.1,1,0.0,23.65,11,Saturday,0
375,368,3,2,89,2803,1,15.6,0.942,2.1,11.3,1,0.0,27.56,10,Thursday,0
5268,368,5,6,43,416,1,16.3,1.471,2.731,6.6,1,0.0,77.43,10,Thursday,0
6381,368,5,7,9,859,4,21.2,1.024,2.186,13.4,1,0.0,19.03,10,Thursday,0
6775,368,5,8,32,1209,1,7.1,1.446,2.2,0.0,1,0.0,61.64,10,Thursday,0
376,369,3,5,8,2274,4,7.2,1.614,1.528,3.9,1,0.0,80.19,0,Saturday,0
3044,369,3,8,95,1156,1,18.0,1.044,2.782,6.7,1,0.0,21.84,0,Saturday,0
7443,369,2,9,63,2884,1,10.4,1.753,1.692,2.6,1,0.0,54.11,0,Saturday,0
377,370,3,3,80,2480,1,34.4,1.141,2.138,24.5,0,4.4,27.22,14,Thursday,1
379,371,4,10,106,1243,1,30.2,2.727,2.217,13.4,0,0.2,92.83,20,Wednesday,1
6120,371,5,3,113,2187,1,24.8,2.604,0.329,16.0,1,0.0,68.72,20,Wednesday,1
380,372,1,5,60,2816,2,31.0,2.783,2.966,13.7,0,1.0,62.71,13,Wednesday,1
381,373,3,2,196,62,1,24.4,1.139,0.513,20.0,1,0.0,17.58,12,Sunday,1
1534,373,2,6,104,1858,2,22.1,3.453,2.574,2.6,1,0.0,74.5,12,Sunday,1
382,374,2,4,84,1875,3,19.6,1.61,2.487,14.0,1,0.0,54.2,9,Sunday,0
9483,374,3,4,115,2099,1,18.8,1.39,0.979,13.5,1,0.0,49.0,9,Sunday,0
383,375,1,7,10,2133,2,10.6,0.889,1.95,7.1,1,0.0,71.33,1,Saturday,0
6235,375,1,7,84,315,4,16.0,0.819,3.061,10.1,1,0.0,35.12,1,Saturday,0
9577,375,1,6,14,2890,2,18.7,0.954,1.695,10.7,1,0.0,20.03,1,Saturday,0
384,376,2,8,162,202,2,12.4,1.666,2.485,2.1,1,0.0,56.29,9,Monday,0
4250,376,1,6,145,2608,3,21.9,1.121,2.538,13.3,1,0.0,55.7,9,Monday,0
385,377,5,8,116,371,1,12.9,0.651,1.652,6.0,1,0.0,81.39,1,Tuesday,0
386,378,4,3,183,828,1,16.3,1.536,2.039,8.1,1,0.0,62.23,22,Tuesday,0
9305,378,1,6,145,2925,1,12.2,1.737,1.057,6.2,1,0.0,29.38,22,Tuesday,0
387,379,5,5,187,2096,1,12.3,0.686,1.958,7.8,1,0.0,71.58,0,Monday,0
388,380,1,7,197,2917,1,10.5,1.349,1.836,7.1,1,0.0,26.57,2,Sunday,0
1031,380,2,4,198,1662,5,12.7,1.047,2.475,7.7,1,0.0,68.75,2,Sunday,0
6012,380,1,9,100,2706,1,25.3,1.394,2.53,15.7,1,0.0,38.1,2,Sunday,0
389,381,1,5,128,2227,1,14.9,0.975,0.676,10.8,1,0.0,51.69,22,Tuesday,0
5067,381,1,3,64,895,2,17.7,1.276,1.472,8.7,1,0.0,56.39,22,Tuesday,0
390,382,5,8,159,2575,1,18.6,0.83,0.457,14.7,1,0.0,58.79,2,Saturday,0
2589,382,3,7,50,2573,2,16.7,0.843,3.078,10.5,1,0.0,20.42,2,Saturday,0
391,383,3,4,46,661,1,18.0,3.41,2.396,0.0,1,0.0,48.36,12,Thursday,1
392,384,4,10,98,278,2,22.3,0.284,2.636,16.1,1,0.0,40.83,7,Sunday,0
5177,384,4,7,138,97,2,15.3,1.497,0.687,9.2,1,0.0,47.33,7,Sunday,0
393,385,1,9,162,2167,1,24.3,2.621,2.586,7.9,1,0.0,73.38,12,Saturday,1
3066,385,2,4,71,2324,5,24.0,3.637,2.585,6.4,1,0.0,70.44,12,Saturday,1
394,386,4,10,158,2305,2,23.4,3.87,1.192,3.9,1,0.0,89.17,20,Saturday,1
777,386,2,3,191,2693,1,29.2,2.783,1.593,13.8,1,0.0,26.33,20,Saturday,1
5989,386,5,3,11,2075,2,26.8,2.121,2.768,9.2,1,0.0,37.02,20,Saturday,1
396,387,1,6,83,26,1,17.5,0.443,2.852,7.4,1,0.0,55.54,15,Thursday,0
397,388,4,6,166,557,4,16.8,0.814,2.379,12.0,1,0.0,78.78,8,Monday,0
9998,388,2,8,141,2720,1,14.7,1.75,2.487,3.0,1,0.0,81.58,8,Monday,0
398,389,3,8,186,2778,3,15.1,1.183,1.618,7.8,1,0.0,38.95,8,Friday,0
3266,389,1,2,195,445,4,18.5,1.725,1.831,12.0,1,0.0,88.05,8,Friday,0
399,390,5,9,43,2339,1,30.8,2.928,2.206,12.7,0,0.8,57.74,14,Saturday,1
8390,390,4,2,5,2795,1,27.2,2.426,1.603,13.3,1,0.0,49.27,14,Saturday,1
400,391,4,3,61,1523,1,12.5,1.109,1.612,6.6,1,0.0,54.76,7,Friday,0
9791,391,3,1,99,1489,1,15.8,1.07,1.296,8.7,1,0.0,32.97,7,Friday,0
401,392,4,5,49,1394,1,12.0,1.032,2.392,5.6,1,0.0,55.0,3,Monday,0
8241,392,5,7,37,980,2,19.1,1.707,2.331,11.8,1,0.0,29.94,3,Monday,0
402,393,4,9,10,1882,5,17.9,0.763,2.387,11.9,1,0.0,31.41,10,Friday,0
4362,393,3,8,116,1480,1,9.6,0.255,0.834,8.2,1,0.0,15.92,10,Friday,0
5080,393,1,10,135,2883,3,9.8,0.674,1.367,8.2,1,0.0,88.72,10,Friday,0
5946,393,5,8,46,1924,5,15.7,1.726,3.188,5.6,1,0.0,24.51,10,Friday,0
403,394,3,9,6,2366,2,17.1,1.281,2.85,8.1,1,0.0,74.64,3,Friday,0
610,394,1,8,101,690,1,19.7,1.434,2.352,12.0,1,0.0,57.77,3,Friday,0
9491,394,3,2,16,484,4,22.6,1.204,2.437,15.3,1,0.0,67.7,3,Friday,0
9652,394,4,1,144,1090,1,12.2,1.669,0.51,6.8,1,0.0,63.54,3,Friday,0
9765,394,1,1,17,863,1,20.3,0.563,1.733,17.6,1,0.0,91.34,3,Friday,0
404,395,5,4,4,2552,1,13.3,1.052,1.427,8.0,1,0.0,36.89,2,Thursday,0
3868,395,5,3,160,2507,2,17.0,1.502,2.117,9.6,1,0.0,33.62,2,Thursday,0
7771,395,3,4,55,2869,1,15.4,0.691,0.932,9.6,1,0.0,53.49,2,Thursday,0
405,396,2,2,114,208,2,12.4,0.985,1.978,6.5,1,0.0,42.1,15,Thursday,0
880,396,3,9,200,761,1,8.5,1.304,1.619,2.1,1,0.0,74.75,15,Thursday,0
2346,396,4,6,154,811,3,13.9,0.514,1.108,10.3,1,0.0,68.67,15,Thursday,0
6444,396,4,3,41,2624,1,14.8,1.126,1.711,8.6,1,0.0,21.57,15,Thursday,0
406,397,4,8,177,2865,4,14.8,1.793,2.11,5.0,1,0.0,65.36,6,Friday,0
1431,397,1,4,198,68,3,16.2,1.408,2.661,4.6,1,0.0,78.77,6,Friday,0
407,398,1,6,179,1919,1,5.0,1.09,1.356,0.0,1,0.0,80.03,8,Tuesday,0
1065,398,3,2,79,786,2,14.6,1.011,1.543,5.8,1,0.0,42.88,8,Tuesday,0
1073,398,2,1,43,711,1,20.8,1.819,2.637,8.7,1,0.0,51.76,8,Tuesday,0
3805,398,5,1,98,1203,2,10.0,0.943,1.455,4.9,1,0.0,33.79,8,Tuesday,0
408,399,3,5,101,752,2,14.2,0.83,1.326,6.0,1,0.0,88.03,22,Tuesday,0
409,400,3,6,183,439,1,11.1,1.388,0.738,6.5,1,0.0,23.23,7,Saturday,0
859,400,1,1,34,1272,1,16.9,0.926,2.368,13.0,1,0.0,75.47,7,Saturday,0
3019,400,1,2,49,1048,1,14.5,0.876,3.463,5.3,1,0.0,73.11,7,Saturday,0
8491,400,5,7,81,2152,2,19.1,1.553,1.554,8.0,1,0.0,75.77,7,Saturday,0
410,401,5,2,88,853,5,5.0,0.884,0.653,2.4,1,0.0,45.71,23,Saturday,0
7561,401,5,3,149,2069,3,12.7,1.141,1.066,8.0,1,0.0,55.53,23,Saturday,0
411,402,1,7,84,2274,1,9.0,0.506,1.874,5.1,1,0.0,62.69,10,Sunday,0
2792,402,1,8,93,1815,2,16.4,1.052,3.04,8.5,1,0.0,91.1,10,Sunday,0
412,403,1,8,170,252,1,8.0,1.656,2.885,2.0,1,0.0,54.54,5,Friday,0
413,404,5,3,82,1228,1,22.9,3.323,2.542,4.1,1,0.0,31.45,12,Monday,1
7814,404,3,8,115,1153,1,20.3,3.205,2.0,1.5,1,0.0,73.83,12,Monday,1
414,405,1,5,33,1205,2,22.1,1.797,2.308,14.0,1,0.0,55.83,11,Monday,0
653,405,4,10,180,81,2,14.2,0.96,0.794,6.7,1,0.0,29.79,11,Monday,0
2452,405,1,8,191,2378,1,5.3,1.218,0.43,3.3,1,0.0,15.62,11,Monday,0
2576,405,3,10,35,1599,1,14.9,0.954,2.447,7.3,1,0.0,55.88,11,Monday,0
415,406,4,9,183,1568,2,19.9,2.032,2.365,9.0,1,0.0,65.02,9,Thursday,0
5226,406,5,8,151,393,1,5.0,1.044,1.543,5.7,1,0.0,41.03,9,Thursday,0
416,407,2,7,172,515,3,14.7,0.497,1.533,7.6,1,0.0,27.34,4,Tuesday,0
3743,407,2,9,193,1675,2,16.4,1.471,2.052,11.8,1,0.0,72.26,4,Tuesday,0
8092,407,4,10,159,2599,1,10.2,0.8,0.94,7.0,1,0.0,39.28,4,Tuesday,0
417,408,2,2,109,2553,2,27.5,2.275,2.077,14.9,1,0.0,63.35,12,Friday,1
4302,408,5,7,191,2067,1,41.5,1.361,2.22,25.3,0,11.5,64.63,12,Friday,1
418,409,3,9,183,2056,1,14.8,0.968,1.463,9.8,1,0.0,73.47,11,Tuesday,0
945,409,4,3,150,690,1,17.2,1.91,2.198,12.1,1,0.0,52.32,11,Tuesday,0
3441,409,3,10,39,2416,1,10.9,0.983,1.667,6.5,1,0.0,81.1,11,Tuesday,0
4345,409,2,2,107,1478,1,15.4,1.977,1.242,12.5,1,0.0,82.31,11,Tuesday,0
5825,409,3,6,94,603,1,10.2,1.105,1.535,7.5,1,0.0,15.25,11,Tuesday,0
419,410,4,9,193,1145,2,31.8,2.781,2.316,15.2,0,1.8,93.69,13,Saturday,1
8468,410,4,3,126,2212,1,25.1,2.134,2.85,7.9,1,0.0,90.5,13,Saturday,1
420,411,5,2,149,1280,2,7.8,0.331,1.428,6.8,1,0.0,58.14,18,Friday,0
421,412,3,6,178,2448,1,7.9,1.442,2.003,4.3,1,0.0,28.4,11,Sunday,0
8885,412,4,1,82,2818,1,9.4,1.604,0.626,3.6,1,0.0,54.25,11,Sunday,0
422,413,2,10,125,338,2,15.8,0.814,0.53,14.4,1,0.0,17.18,7,Wednesday,0
2498,413,3,8,171,2778,5,10.1,0.73,2.406,5.0,1,0.0,89.28,7,Wednesday,0
423,414,2,2,115,1515,2,15.9,1.242,2.13,8.3,1,0.0,27.09,8,Monday,0
7643,414,1,6,95,1422,1,15.1,0.187,1.998,11.8,1,0.0,94.97,8,Monday,0
424,415,4,4,127,1692,4,18.5,0.881,1.97,12.2,1,0.0,27.33,11,Thursday,0
425,416,2,8,122,2182,1,16.2,1.191,1.72,10.1,1,0.0,53.1,9,Tuesday,0
6518,416,3,1,30,1280,1,5.0,0.401,0.872,2.3,1,0.0,66.31,9,Tuesday,0
7704,416,1,7,145,210,2,11.0,0.493,0.749,9.6,1,0.0,38.86,9,Tuesday,0
426,417,1,7,175,169,2,18.0,1.046,3.027,10.9,1,0.0,91.94,11,Monday,0
3035,417,1,10,131,276,2,15.4,0.464,2.246,10.3,1,0.0,33.23,11,Monday,0
427,418,2,9,198,2766,2,14.7,1.403,2.077,7.8,1,0.0,46.29,9,Sunday,0
1789,418,1,7,187,255,2,15.7,1.102,1.735,7.6,1,0.0,36.22,9,Sunday,0
428,419,5,10,106,401,1,17.3,0.815,2.575,10.3,1,0.0,20.44,4,Saturday,0
429,420,1,8,32,2901,1,10.2,0.799,2.599,6.9,1,0.0,62.95,8,Saturday,0
430,421,4,10,20,2617,1,21.3,2.407,2.029,8.4,1,0.0,52.36,13,Saturday,1
4246,421,2,6,21,2987,1,31.5,0.716,3.027,18.7,0,1.5,15.63,13,Saturday,1
431,422,2,5,67,1085,1,16.5,0.987,1.567,11.5,1,0.0,94.68,8,Tuesday,0
6570,422,4,5,168,1935,1,14.8,0.9,2.392,7.4,1,0.0,46.57,8,Tuesday,0
433,423,3,5,39,2868,1,30.5,3.463,1.273,14.7,0,0.5,46.24,20,Friday,1
434,424,1,7,139,926,2,13.4,0.229,2.204,7.0,1,0.0,77.83,7,Tuesday,0
4325,424,1,9,186,903,1,12.7,1.45,2.936,5.6,1,0.0,17.49,7,Tuesday,0
435,425,4,8,88,330,1,17.7,1.143,2.594,7.4,1,0.0,83.27,7,Wednesday,0
1890,425,4,3,99,2668,1,18.9,1.842,2.365,10.4,1,0.0,28.82,7,Wednesday,0
8762,425,4,4,66,980,3,15.9,1.063,1.73,10.8,1,0.0,49.67,7,Wednesday,0
436,426,1,5,92,1993,4,18.7,1.049,2.376,9.0,1,0.0,65.45,7,Tuesday,0
5129,426,1,4,191,2148,2,15.6,1.343,1.424,11.0,1,0.0,33.38,7,Tuesday,0
437,427,1,8,116,68,1,11.8,1.273,1.877,3.2,1,0.0,57.72,18,Monday,0
712,427,5,2,187,2494,5,18.8,1.573,1.679,9.9,1,0.0,55.13,18,Monday,0
438,428,5,1,138,611,4,11.6,0.812,1.49,9.0,1,0.0,84.62,18,Saturday,0
439,429,4,2,79,399,1,11.9,1.746,0.783,7.2,1,0.0,19.0,11,Sunday,0
7137,429,5,10,17,514,4,17.1,1.479,1.511,10.2,1,0.0,74.93,11,Sunday,0
440,430,4,3,87,2779,1,11.1,1.631,2.47,4.5,1,0.0,31.21,9,Sunday,0
8969,430,3,3,161,297,1,5.5,1.008,1.134,0.0,1,0.0,19.26,9,Sunday,0
441,431,3,2,107,689,1,12.1,1.447,2.453,5.8,1,0.0,26.3,22,Sunday,0
1303,431,1,5,38,807,2,12.8,0.85,3.163,5.4,1,0.0,42.08,22,Sunday,0
442,432,1,3,125,331,2,15.4,1.265,3.022,9.1,1,0.0,16.25,22,Friday,0
9840,432,1,6,17,779,1,16.4,1.159,1.686,8.4,1,0.0,24.21,22,Friday,0
443,433,1,3,157,2834,1,24.0,2.835,1.159,12.3,1,0.0,90.05,19,Wednesday,1
2419,433,1,6,190,2150,2,22.6,2.331,1.309,11.6,1,0.0,39.24,19,Wednesday,1
444,434,5,3,136,392,1,26.7,1.462,2.611,13.0,1,0.0,24.4,13,Monday,1
1254,434,3,6,92,2252,1,30.4,2.51,2.366,11.9,0,0.4,30.26,13,Monday,1
445,435,1,9,172,177,1,23.5,0.215,1.564,19.6,1,0.0,29.11,13,Monday,1
3150,435,5,5,146,630,1,26.1,2.567,1.551,12.8,1,0.0,72.46,13,Monday,1
4629,435,1,9,163,2816,1,35.5,3.067,2.355,17.1,0,5.5,64.64,13,Monday,1
9142,435,1,9,187,230,5,21.6,3.464,1.165,6.0,1,0.0,60.81,13,Monday,1
446,436,1,6,46,648,2,5.9,0.674,1.71,1.7,1,0.0,88.99,10,Saturday,0
447,437,4,9,26,972,2,12.8,1.637,1.198,7.9,1,0.0,41.09,9,Sunday,0
2949,437,4,7,122,2745,1,16.2,1.138,2.167,6.6,1,0.0,28.89,9,Sunday,0
3836,437,1,9,198,2542,1,12.3,1.115,2.534,5.6,1,0.0,29.06,9,Sunday,0
448,438,2,4,35,1875,1,27.0,1.805,0.164,16.8,1,0.0,45.99,19,Tuesday,1
449,439,2,6,76,2473,1,17.9,1.676,2.091,9.0,1,0.0,42.49,10,Monday,0
4163,439,2,7,116,2936,1,13.9,1.045,2.395,8.9,1,0.0,24.27,10,Monday,0
450,440,3,10,122,1896,3,9.9,1.24,1.351,3.5,1,0.0,32.32,15,Saturday,0
5379,440,5,10,125,2533,1,13.5,1.626,1.583,6.9,1,0.0,49.83,15,Saturday,0
451,441,5,7,11,1928,1,16.8,1.029,0.949,11.3,1,0.0,93.41,15,Saturday,0
613,441,5,6,84,1322,1,21.8,1.099,3.137,15.0,1,0.0,56.0,15,Saturday,0
3296,441,1,5,133,1710,3,7.2,1.619,0.96,2.2,1,0.0,51.97,15,Saturday,0
8570,441,1,7,35,109,4,20.6,1.306,2.289,11.9,1,0.0,65.34,15,Saturday,0
452,442,2,7,188,1666,2,18.4,0.112,2.169,13.4,1,0.0,15.99,1,Sunday,0
453,443,4,6,36,2881,5,27.3,1.503,2.052,17.9,1,0.0,52.1,12,Wednesday,1
454,444,5,6,70,2860,1,28.9,1.421,2.574,16.7,1,0.0,49.07,19,Tuesday,1
455,445,5,10,94,1907,4,17.8,1.224,2.808,6.9,1,0.0,23.88,15,Monday,0
5722,445,2,5,85,2551,1,17.3,1.562,2.94,6.9,1,0.0,15.75,15,Monday,0
6244,445,4,7,59,920,4,10.5,1.052,1.623,7.0,1,0.0,94.0,15,Monday,0
456,446,2,6,189,2377,1,23.1,1.185,1.069,14.2,1,0.0,66.92,20,Tuesday,1
5904,446,5,6,50,1479,3,23.4,3.162,1.667,7.7,1,0.0,61.82,20,Tuesday,1
457,447,3,4,174,2183,1,18.5,2.577,0.378,11.1,1,0.0,71.79,12,Saturday,1
458,448,1,10,46,1182,1,30.9,1.291,2.535,14.3,0,0.9,46.25,12,Monday,1
8718,448,4,8,9,1959,3,20.0,3.451,2.63,1.7,1,0.0,16.96,12,Monday,1
459,449,4,3,89,1721,1,8.9,0.888,1.837,4.9,1,0.0,25.56,11,Monday,0
982,449,5,2,37,1811,2,12.2,1.274,2.038,7.0,1,0.0,50.05,11,Monday,0
2051,449,2,9,176,1385,1,16.4,1.451,1.723,9.1,1,0.0,92.31,11,Monday,0
4169,449,5,3,198,2525,4,11.1,1.314,2.744,6.9,1,0.0,58.64,11,Monday,0
6866,449,3,1,134,112,1,16.4,0.487,1.432,10.8,1,0.0,68.89,11,Monday,0
7818,449,5,8,42,2477,3,10.2,0.494,1.682,7.6,1,0.0,26.49,11,Monday,0
460,450,4,1,166,1337,1,24.3,1.429,2.278,17.9,1,0.0,42.42,11,Sunday,0
461,451,3,9,13,608,5,13.8,1.04,2.053,7.7,1,0.0,76.58,10,Sunday,0
8121,451,3,1,128,2682,1,14.7,0.72,2.008,9.0,1,0.0,94.96,10,Sunday,0
462,452,2,8,40,661,2,18.1,1.415,1.708,10.7,1,0.0,87.38,10,Saturday,0
1452,452,1,3,180,459,4,9.6,0.349,2.407,8.8,1,0.0,60.47,10,Saturday,0
5349,452,5,6,125,1268,2,17.0,0.5,1.395,12.3,1,0.0,67.78,10,Saturday,0
463,453,3,1,42,2186,1,13.6,1.5,0.704,12.0,1,0.0,50.87,9,Thursday,0
466,453,2,5,197,1139,1,13.3,1.469,1.565,4.8,1,0.0,57.11,9,Thursday,0
9127,453,3,5,130,484,1,15.4,1.438,2.824,6.9,1,0.0,36.1,9,Thursday,0
465,454,5,5,11,572,1,15.7,1.597,2.606,5.7,1,0.0,53.32,1,Wednesday,0
5164,454,1,8,76,596,1,14.6,1.257,1.394,11.3,1,0.0,47.25,1,Wednesday,0
6117,454,2,10,112,2812,1,26.6,0.869,1.694,18.5,1,0.0,75.36,1,Wednesday,0
467,455,2,2,93,1629,4,12.2,0.198,2.197,8.5,1,0.0,87.68,18,Tuesday,0
468,456,4,7,114,1703,1,21.1,0.542,1.301,17.9,1,0.0,73.23,1,Saturday,0
469,457,5,3,86,271,1,21.2,1.66,1.979,12.7,1,0.0,84.4,2,Monday,0
4217,457,3,3,194,1203,1,16.9,0.901,2.737,9.6,1,0.0,50.08,2,Monday,0
4416,457,4,3,185,111,1,13.4,0.63,0.732,11.2,1,0.0,34.7,2,Monday,0
5593,457,4,4,95,1308,1,17.8,0.422,1.778,10.7,1,0.0,50.55,2,Monday,0
470,458,3,7,48,1564,2,13.2,1.265,2.118,7.5,1,0.0,25.95,15,Sunday,0
471,459,1,8,163,1936,1,9.2,1.677,1.932,1.8,1,0.0,91.48,2,Saturday,0
472,460,4,5,93,2381,5,20.1,0.5,1.565,15.5,1,0.0,62.91,21,Tuesday,1
5062,460,2,5,199,740,1,27.1,2.799,2.516,10.4,1,0.0,66.65,21,Tuesday,1
473,461,2,7,82,1889,1,14.1,1.169,0.959,13.3,1,0.0,19.68,15,Wednesday,0
474,462,2,3,197,2573,4,23.5,2.809,2.332,4.0,1,0.0,56.11,19,Saturday,1
9703,462,4,10,57,2958,1,20.2,3.544,0.913,4.9,1,0.0,89.65,19,Saturday,1
475,463,1,2,91,589,1,13.1,1.023,1.265,9.0,1,0.0,57.75,23,Wednesday,0
4206,463,5,6,88,1390,1,18.3,0.631,2.869,10.8,1,0.0,66.02,23,Wednesday,0
476,464,5,9,144,2513,1,21.1,1.05,2.109,13.6,1,0.0,81.53,4,Friday,0
3003,464,2,6,67,377,2,12.2,1.597,1.672,7.6,1,0.0,70.94,4,Friday,0
477,465,5,9,114,2448,2,25.8,1.745,1.569,12.9,1,0.0,26.12,13,Sunday,1
478,466,4,6,34,322,1,25.3,2.281,2.234,11.1,1,0.0,25.03,13,Wednesday,1
7449,466,1,5,10,1605,1,25.5,2.044,1.972,14.6,1,0.0,25.72,13,Wednesday,1
479,467,1,2,17,1236,1,21.7,1.504,2.586,14.2,1,0.0,35.24,6,Wednesday,0
480,468,3,2,72,2375,1,17.4,1.498,2.458,7.7,1,0.0,82.67,0,Sunday,0
3859,468,1,8,74,882,1,11.4,0.636,1.693,5.8,1,0.0,44.73,0,Sunday,0
481,469,1,3,44,2201,2,19.9,1.349,0.566,15.8,1,0.0,92.14,18,Thursday,0
482,470,4,2,91,1555,2,8.9,1.776,1.764,3.0,1,0.0,23.59,16,Tuesday,0
483,471,1,9,84,2023,2,19.0,1.402,3.048,9.9,1,0.0,18.25,5,Sunday,0
1272,471,3,8,169,113,3,17.2,1.354,2.635,7.9,1,0.0,67.86,5,Sunday,0
484,472,3,5,18,1949,5,12.2,0.706,1.916,4.9,1,0.0,49.24,10,Wednesday,0
485,473,3,1,44,266,2,14.6,1.499,2.001,6.3,1,0.0,23.14,15,Sunday,0
486,474,4,6,152,1119,2,14.8,1.354,1.394,8.2,1,0.0,76.28,7,Monday,0
487,475,1,8,8,408,1,19.3,1.415,2.443,9.9,1,0.0,90.39,7,Saturday,0
6809,475,1,9,19,281,1,10.8,1.372,1.337,5.6,1,0.0,76.31,7,Saturday,0
488,476,4,2,170,2130,2,17.1,1.391,1.687,9.4,1,0.0,75.81,11,Monday,0
5492,476,3,9,76,2049,3,15.6,1.022,0.312,14.1,1,0.0,33.72,11,Monday,0
7131,476,5,6,68,1724,4,22.5,0.914,3.364,11.4,1,0.0,16.5,11,Monday,0
489,477,4,8,31,1572,5,26.0,2.029,1.169,11.9,1,0.0,85.41,20,Sunday,1
490,478,4,7,80,2932,1,12.3,1.375,1.797,10.0,1,0.0,49.45,3,Thursday,0
3327,478,1,3,119,133,3,19.2,1.59,2.641,10.3,1,0.0,28.93,3,Thursday,0
491,479,3,2,97,2527,1,8.5,0.209,0.331,7.1,1,0.0,62.28,7,Monday,0
2479,479,2,1,154,830,1,16.4,1.479,2.086,9.6,1,0.0,84.56,7,Monday,0
492,480,1,5,88,1559,1,17.4,1.488,2.814,6.1,1,0.0,86.31,16,Thursday,0
1192,480,5,4,39,986,2,23.9,1.074,2.232,14.7,1,0.0,46.89,16,Thursday,0
2034,480,5,5,94,1919,1,8.3,0.778,1.762,5.8,1,0.0,28.84,16,Thursday,0
